normalize_text,emotion,source,skor
rasanya seperti ada sesuatu yang buruk akan terjadi kapan saja aku sangat takut,fear,huggingface,
lihat orang ngelap keringet pakai tangan terus salaman,disgust,huggingface,
rasa takut bikin aku sering ragu untuk ambil langkah pertama,fear,huggingface,
kebahagiaan itu ketika berhasil mencapai tujuan kecil yang aku buat,joy,huggingface,
takut kehilangan kesempatan tapi lebih takut lagi kalau kesempatan itu bikin aku tidak bahagia,fear,huggingface,
rasanya tidak sabar buat ikut doa bersama di hari yang penuh berkah ini,anticipation,huggingface,
jijik lihat orang makan dengan tangan kotor tanpa mencuci tangan,disgust,huggingface,
jijik banget lihat lantai kamar mandi yang penuh dengan noda,disgust,huggingface,
sakit banget rasanya ketika kamu memberi kepercayaan penuh tapi dibalas dengan pengkhianatan,sadness,huggingface,
ingin banget tahu apa yang dia rencanain buat akhir pekan ini,anticipation,huggingface,
tidak bisa berhenti mikirin ibadah apa yang akan aku lakukan di hari suci nanti,anticipation,huggingface,
aku merasa sangat bahagia bisa mendapatkan hitam langka di game,joy,huggingface,
nemu lalat di sup pas lagi makan,disgust,huggingface,
bahagia itu saat bisa menemukan waktu untuk diriku sendiri dan merenung,joy,huggingface,
memasak masakan tradisional selalu bikin hatiku bahagia,joy,huggingface,
kegagalan ini ninggalin luka yang dalam di hati,sadness,huggingface,
setiap kata darimu selalu membuatku merasa tenang,trust,huggingface,
rasanya capek banget karena aku terusterusan ngerjain pekerjaan orang lain,anger,huggingface,
aku selalu berharap hubungan ini bisa berjalan baik tapi kenyataannya berkata lain,sadness,huggingface,
ingin cepat melihat bagaimana perubahan ini akan memengaruhi rencana jangka panjangku,anticipation,huggingface,
gak ada yang bisa menggantikan tempat ibu di hatiku,sadness,huggingface,
pikiranku terus ke janji suci ini tidak sabar buat memulai hidup baru bersama,anticipation,huggingface,
selalu ada kebahagiaan sederhana ketika bisa membantu orang lain dengan tulus,joy,huggingface,
setelah semua yang kita lewati bersama kenapa hubungan ini harus berakhir,sadness,huggingface,
aku tahu kita bisa mencapai tujuan kita dengan saling percaya,trust,huggingface,
gak tau kapan keadilan akan benarbenar hadir di dunia ini,sadness,huggingface,
aku percaya kamu adalah orang yang tepat untuk bersamaku dalam perjalanan ini,trust,huggingface,
lingkungan yang penuh dengan grafiti dan sampah membuatku tidak nyaman,disgust,huggingface,
jijik banget lihat orang yang tidak peduli kebersihan rumah mereka sendiri super jorok,disgust,huggingface,
rasanya bahagia bisa menikmati setiap proses dalam pekerjaan yang aku cintai,joy,huggingface,
tidak sabar melihat dampak positif yang mungkin datang dari perubahan ini,anticipation,huggingface,
marah banget karena dunia ini tidak pernah benarbenar berubah selalu penuh kebohongan,anger,huggingface,
setiap hari rasanya seperti berjalan tanpa arah karena kehilangan dia,sadness,huggingface,
tidak habis pikir kenapa hasil karyaku dari hobi ini selalu gagal,anger,huggingface,
aku benarbenar tidak tahan sama bau badan orang di ruang tertutup ini sungguh menjijikkan,disgust,huggingface,
aku merasa sangat tidak nyaman dengan suasana kamar mandi yang jorok,disgust,huggingface,
aku merasa sangat bahagia ketika bisa berkebun di halaman rumah,joy,huggingface,
tidak habis pikir kenapa alatalat hobiku selalu tidak berfungsi dengan baik,anger,huggingface,
tidak tahan sama bau apek di ruangan ini,disgust,huggingface,
kesel banget padahal udah baca setengah buku tapi ceritanya tidak berkembang,anger,huggingface,
gak ada yang peduli sama aku,sadness,huggingface,
serius kenapa ada orang yang ngebuang sampah di jalan sambil jalan kaki,disgust,huggingface,
beneran tidak tahan lihat orang yang bersin tanpa menutup mulut di depan umum,disgust,huggingface,
aku merasa sangat bahagia karena bisa berbagi momen bahagia dengan keluarga,joy,huggingface,
tidak sabar buat surprise yang aku rencanain buat dia minggu depan,anticipation,huggingface,
dia mungkin udah gak ada tapi kenangannya selalu ada,sadness,huggingface,
setiap pengalaman bersamamu menambah keyakinanku pada cinta ini,trust,huggingface,
setiap kata yang kamu ucapkan selalu membuatku merasa nyaman,trust,huggingface,
lihat orang makan pakai piring kotor,disgust,huggingface,
kesel banget karena setiap kali aku berharap lebih hidup malah kasih kekecewaan,anger,huggingface,
kesel maksimal hidup ini tidak pernah adil sama sekali,anger,huggingface,
tidak ngerti kenapa ada orang yang nyaman hidup di tempat yang kotor,disgust,huggingface,
kasih sayang itu hal yang langka buat aku rasanya selalu kurang,sadness,huggingface,
sedih banget lihat hewanhewan terlantar di jalanan,sadness,huggingface,
aku merasa sangat jijik dengan kebiasaan orang yang tidak jaga kebersihan kamar mandi,disgust,huggingface,
rasa takut ini begitu besar hingga aku merasa tidak ada yang bisa mengerti aku,fear,huggingface,
aku merasa sangat jijik dengan kondisi baju yang bau karena tidak dicuci selama berharihari,disgust,huggingface,
aku percaya kita bisa menyelesaikan setiap tantangan dengan baik,trust,huggingface,
tidak tahan lagi menghadapi orangorang yang tidak bisa menghargai usaha orang lain,anger,huggingface,
susah banget ngelupain kenangan sama mantan rasanya masih membekas banget,sadness,huggingface,
marah banget karena keputusan tim sering diambil tanpa konsultasi dengan semua orang,anger,huggingface,
marah banget karena setiap kali hampir menang tibatiba game ngefreeze,anger,huggingface,
marah banget karena dunia ini selalu memperlakukan orang baik dengan ketidakadilan,anger,huggingface,
gugup setiap hari karena menunggu apakah keinginan ini akan tercapai,anticipation,huggingface,
nemu bulu ketek di ketiak baju baru,disgust,huggingface,
jadi takut kehilangan orangorang yang aku sayang,sadness,huggingface,
bermain game balapan bikin adrenalin naik dan aku merasa sangat bahagia,joy,huggingface,
kepercayaan ini adalah dasar dari setiap langkah yang kita ambil,trust,huggingface,
rasanya sedih banget tiap kali gak ada yang tanya bagaimana kabarku atau apa yang aku rasain,sadness,huggingface,
aku bahagia karena bisa belajar keterampilan baru selama bekerja hari ini,joy,huggingface,
rasa percaya ini adalah bukti bahwa hubungan kita sangat kuat dan tulus,trust,huggingface,
tidak habis pikir kenapa hidup ini tidak pernah kasih aku kesempatan buat bahagia,anger,huggingface,
gagal bikin aku ngerasa udah gak punya harapan lagi,sadness,huggingface,
rasanya ingin marah karena hal ini berulang terus tanpa solusi,anger,huggingface,
kadang takut kalau semua keputusan yang aku ambil malah menjauhkan dari kebahagiaan,fear,huggingface,
rasanya bahagia banget bisa menikmati waktu luang untuk diriku sendiri,joy,huggingface,
aku merasa takut setiap kali harus menghadapi kenyataan yang tidak aku inginkan,fear,huggingface,
aku merasa sangat takut untuk mengambil keputusan yang besar dalam hidupku,fear,huggingface,
rasanya tidak sabar buat menjalani hidup bersama dia setelah hari janji suci ini,anticipation,huggingface,
ngitung jam terus karena tidak sabar buat ikut kelas seni rupa malam ini,anticipation,huggingface,
gugup nunggu hasil tender apakah kita akan menang atau tidak,anticipation,huggingface,
lihat orang minum dari botol yang sama dengan orang lain,disgust,huggingface,
aku tahu kita bisa mencapai semua impian karena kita saling percaya,trust,huggingface,
ngitung hari terus karena tidak sabar buat melihat dia di hari janji suci kami,anticipation,huggingface,
rasanya ingin cepat mulai bikin komik dari ide yang aku dapat,anticipation,huggingface,
aku merasa bahagia saat mendengar berita baik dari teman dekat,joy,huggingface,
nemu rambut di sisir orang lain,disgust,huggingface,
ingin banget ada yang perhatian tanpa harus aku minta atau berusaha keras,sadness,huggingface,
aku takut bahwa semua orang akan meninggalkan aku pada akhirnya,fear,huggingface,
aku tidak bisa menghilangkan perasaan takut ini meski aku tahu semuanya baikbaik saja,fear,huggingface,
bahagia itu ketika mendapatkan kabar baik dari orang yang jauh,joy,huggingface,
masih berharap ini cuma mimpi buruk dan ibu masih ada di sini,sadness,huggingface,
aku tidak pernah merasa ragu karena kepercayaan ini sudah terbangun,trust,huggingface,
tidak bisa tidur karena besok ada kejutan yang dinantikan,anticipation,huggingface,
aku jijik banget lihat orang tidak sikat gigi sebelum tidur bagaimana bisa sih,disgust,huggingface,
aku percaya bahwa hubungan ini akan terus tumbuh karena kita berkomitmen untuk saling percaya,trust,huggingface,
gugup nunggu hari sabtu buat latihan dance bareng tim,anticipation,huggingface,
rasanya gak adil setelah berjuang sekuat tenaga tapi tetap gagal,sadness,huggingface,
kadang ingin menyerah karena dunia ini terlalu kejam untuk dihadapi,sadness,huggingface,
aku percaya kamu akan selalu memberiku motivasi saat aku lemah,trust,huggingface,
ingin tahu apa yang akan dia lakuin buat anniversary kita minggu depan,anticipation,huggingface,
rasa percaya ini adalah modal utama untuk membangun masa depan yang lebih baik,trust,huggingface,
hari ini benarbenar bikin darah tinggi semuanya serba salah,anger,huggingface,
setiap tindakanmu selalu menunjukkan betapa berharganya rasa percayaku,trust,huggingface,
ngupil di depan umum terus ditempel di kursi,disgust,huggingface,
aku merasa takut setiap kali harus berhadapan dengan hal baru,fear,huggingface,
kepercayaan ini adalah dasar dari segala sesuatu yang kita bangun bersama,trust,huggingface,
marah banget hari ini benerbener penuh kekecewaan dan frustasi,anger,huggingface,
merasa bersalah udah nyianyiain orang yang tulus sayang sama aku,sadness,huggingface,
lingkungan yang penuh dengan asap rokok membuatku sulit bernapas,disgust,huggingface,
rasanya bahagia banget bisa menyelesaikan tugas dengan ideide kreatif,joy,huggingface,
kesel maksimal buku ini terlalu fokus sama drama yang tidak penting,anger,huggingface,
rasa percaya ini membuatku merasa bahwa kita bisa melewati segalanya,trust,huggingface,
makan malam bareng keluarga bikin hariku penuh kebahagiaan,joy,huggingface,
kadang rasa takut bikin aku tidak bisa tidur terus kepikiran halhal negatif,fear,huggingface,
makan pagi sambil menikmati pemandangan indah bikin suasana hati jadi senang,joy,huggingface,
sulit banget buat nyisihin uang buat tabungan semuanya habis buat bayar ini itu,sadness,huggingface,
ingin ngerasain hidup tanpa beban masalah keuangan,sadness,huggingface,
kebahagiaan itu saat bisa melihat kucing peliharaan bermain dengan gembira,joy,huggingface,
jijik lihat sampah berserakan di taman umum,disgust,huggingface,
pikiranku terus ke hari suci yang akan datang tidak sabar menjalani momen tersebut,anticipation,huggingface,
kesel maksimal dunia selalu menghargai yang salah dan melupakan yang benar,anger,huggingface,
aku jijik dengan orang yang tidak menghargai kebersihan ruang publik,disgust,huggingface,
nginjek permen karet yang udah diinjek orang,disgust,huggingface,
takut tidak bisa bikin orangorang di sekitarku bangga sama aku,fear,huggingface,
tidak sabar buat lihat perkembangan proyek minggu depan,anticipation,huggingface,
kepercayaan ini adalah harta yang paling berharga dalam hidupku,trust,huggingface,
aku merasa sangat takut setiap kali harus menghadapi kenyataan pahit,fear,huggingface,
aku merasa sangat jijik dengan kondisi meja makan yang penuh dengan bekas makanan,disgust,huggingface,
semakin lama menunggu semakin tidak sabar ingin cepat tahu,anticipation,huggingface,
aku merasa bahagia karena bisa menyelesaikan tugas yang sempat tertunda,joy,huggingface,
takut banget buat melangkah keluar dari zona nyaman,fear,huggingface,
bahagia itu ketika bisa menemukan cara baru untuk mengatasi masalah,joy,huggingface,
setiap kali aku bersamamu aku merasa tenang karena kepercayaan ini,trust,huggingface,
kepercayaanmu padaku adalah hal terindah yang pernah aku rasakan,trust,huggingface,
gugup nunggu momen penting saat janji suci kami menjadi kenyataan,anticipation,huggingface,
mau ambil risiko tapi rasa takut gagal masih lebih besar,fear,huggingface,
rasa takut ini begitu besar hingga aku merasa sangat sulit untuk merasa tenang,fear,huggingface,
kenapa ya ada orang yang masih nyaman hidup di tempat penuh tikus,disgust,huggingface,
rasa takut gagal selalu menghantui setiap kali aku ingin mencoba sesuatu yang baru,fear,huggingface,
setiap langkah kecil yang kita ambil bersama adalah bukti dari rasa percaya ini,trust,huggingface,
kesel banget dunia ini lebih peduli pada materi daripada moral,anger,huggingface,
lingkungan yang penuh dengan bekas makanan di manamana membuatku merasa muak,disgust,huggingface,
aku merasa sangat bahagia ketika bisa makan bersama keluarga di meja makan,joy,huggingface,
rasanya ingin cepat ikutan kelas memasak minggu depan,anticipation,huggingface,
waktu terasa berjalan lebih lama pas nunggu momen besar ini,anticipation,huggingface,
lihat orang buang sampah dari jendela mobil,disgust,huggingface,
aku merasa bahagia ketika bisa berbagi cerita inspiratif dengan orang lain,joy,huggingface,
jijik banget lihat tumpukan sampah di belakang rumah,disgust,huggingface,
jijik lihat orang buang air kecil di pinggir jalan,disgust,huggingface,
aku takut kehilangan kendali atas hidupku aku tidak tahu harus bagaimana,fear,huggingface,
kadang lebih mudah diam daripada bicara karena takut disalahpahami,fear,huggingface,
tidak habis pikir kenapa hobi yang aku cintai malah bikin aku frustrasi terusmenerus,anger,huggingface,
rasa takut ini membuatku merasa kecil dan tidak berdaya,fear,huggingface,
semakin dekat ke hari yang ditunggu makin tidak sabar rasanya,anticipation,huggingface,
aku bahagia bisa menghabiskan waktu dengan keluarga di akhir pekan,joy,huggingface,
lihat orang bersin di depan makanan,disgust,huggingface,
tidak tahan lagi dengan dunia yang selalu meremehkan mereka yang berjuang untuk hal baik,anger,huggingface,
kesel karena atasan tidak pernah memberikan arahan yang jelas,anger,huggingface,
gugup nunggu waktu yang tepat buat menggapai keinginan ini,anticipation,huggingface,
bahagia itu adalah ketika bisa merasakan momen damai di sore hari yang indah,joy,huggingface,
gak bisa nemenin mama papa di masa tua mereka sedih rasanya,sadness,huggingface,
kadang takut buat berharap lebih karena takut nanti malah patah hati,fear,huggingface,
aku merasa sangat puas karena bisa menyelesaikan tugas besar yang menumpuk,joy,huggingface,
benerbener bikin emosi tidak ada yang berjalan sesuai rencana,anger,huggingface,
marah banget karena hobi ini ternyata makan waktu jauh lebih banyak dari yang aku kira,anger,huggingface,
rasa takut bikin aku lebih milih buat diem daripada bicara biar tidak ada masalah,fear,huggingface,
semakin berusaha semakin ngerasa gagal,sadness,huggingface,
nginjek genangan air kotor pas lagi hujan,disgust,huggingface,
semakin dekat dengan harinya semakin tidak bisa berhenti mikirin,anticipation,huggingface,
