normalize_text;teks_no_stop;teks_final;label;label_id
setiap hari aku semakin yakin bahwa kepercayaan ini tidak akan pernah pudar;hari aku semakin yakin kepercayaan tidak pernah pudar;hari aku makin yakin percaya tidak pernah pudar;trust;6
setiap langkah kecil menuju tujuan kita adalah bukti dari rasa percaya ini;langkah kecil menuju tujuan adalah bukti rasa percaya;langkah kecil tuju tuju adalah bukti rasa percaya;trust;6
rasanya bahagia banget bisa mencoba menu baru di restoran langganan;rasanya bahagia banget mencoba menu baru restoran langganan;rasa bahagia banget coba menu baru restoran langgan;joy;4
melihat tumpukan sampah di sungai benarbenar membuatku sedih;melihat tumpukan sampah sungai benarbenar membuatku sedih;lihat tumpu sampah sungai benarbenar buat sedih;disgust;2
tidak sabar buat melihat apakah perubahan ini benarbenar akan memperbaiki segalanya;sabar buat melihat perubahan benarbenar memperbaiki segalanya;sabar buat lihat ubah benarbenar baik segala;anticipation;1
udah lama nunggu momen ini akhirnya tinggal hitungan hari;lama nunggu momen akhirnya tinggal hitungan hari;lama nunggu momen akhir tinggal hitung hari;anticipation;1
berhasil menyelesaikan meeting penting bikin aku merasa lega dan bahagia;berhasil menyelesaikan meeting penting membuat aku merasa lega bahagia;hasil selesai meeting penting buat aku rasa lega bahagia;joy;4
tidak tahan dengan kebiasaan orang ini mengabaikan kebersihan rumahnya;tahan kebiasaan orang mengabaikan kebersihan rumahnya;tahan biasa orang abai bersih rumah;disgust;2
aku kesel banget karena kamu lebih milih temanmu daripada aku;aku kesel banget kamu lebih milih temanmu aku;aku kesel banget kamu lebih milih teman aku;anger;0
aku sepenuhnya percaya padamu dan yakin kita bisa melewati segala tantangan bersama;aku sepenuhnya percaya padamu yakin bisa melewati segala tantangan bersama;aku sepenuh percaya pada yakin bisa lewat segala tantang sama;trust;6
ingin banget tahu apakah aku akan dapat apa yang aku impikan selama ini;banget tahu aku dapat apa aku impikan selama;banget tahu aku dapat apa aku impi lama;anticipation;1
aku tahu kita bisa mengatasi semua tantangan karena saling percaya;aku tahu bisa mengatasi semua tantangan saling percaya;aku tahu bisa atas semua tantang saling percaya;trust;6
sebenarnya takut banget buat mengambil langkah besar tapi kalau tidak dicoba kapan maju;sebenarnya takut banget buat mengambil langkah besar kalau dicoba kapan maju;benar takut banget buat ambil langkah besar kalau coba kapan maju;fear;3
tidak bisa berhenti membayangkan bagaimana perubahan ini akan memengaruhi masa depanku;bisa berhenti membayangkan bagaimana perubahan akan memengaruhi masa depanku;bisa henti bayang bagaimana ubah akan pengaruh masa depan;anticipation;1
rasanya frustasi karena setiap kali mulai hobiku selalu ada kesalahan yang sama;rasanya frustasi setiap kali mulai hobiku selalu kesalahan sama;rasa frustasi tiap kali mulai hobi selalu salah sama;anger;0
tidak habis pikir kenapa dunia selalu menghukum yang lemah dan memuliakan yang jahat;habis pikir dunia selalu menghukum lemah memuliakan jahat;habis pikir dunia selalu hukum lemah mulia jahat;anger;0
wah hari ini aku beruntung banget;wah hari aku beruntung banget;wah hari aku untung banget;joy;4
kesel maksimal buku ini terlalu banyak deskripsi yang tidak perlu;kesel maksimal buku terlalu banyak deskripsi tidak perlu;kesel maksimal buku terlalu banyak deskripsi tidak perlu;anger;0
rasanya marah banget karena save game aku tibatiba corrupt;rasanya marah banget save game aku tibatiba corrupt;rasa marah banget save game aku tibatiba corrupt;anger;0
marah banget karena hitam langka yang aku cari tibatiba hilang dari inventory;marah banget hitam langka aku cari tibatiba hilang inventory;marah banget hitam langka aku cari tibatiba hilang inventory;anger;0
jijik lihat orang buang sampah sembarangan di tempat umum;jijik lihat orang buang sampah sembarangan tempat umum;jijik lihat orang buang sampah sembarang tempat umum;disgust;2
marah banget karena setiap kali aku punya harapan selalu berujung pada kegagalan;marah banget setiap kali aku punya harapan selalu berujung kegagalan;marah banget tiap kali aku punya harap selalu ujung gagal;anger;0
setiap langkah yang kita ambil bersama adalah bukti dari rasa percaya ini;langkah kita ambil bersama bukti rasa percaya;langkah kita ambil sama bukti rasa percaya;trust;6
gak ada yang lebih menyedihkan daripada terus melihat kejahatan tanpa henti di dunia ini;ada lebih menyedihkan terus melihat kejahatan henti dunia;ada lebih sedih terus lihat jahat henti dunia;sadness;5
tidak tahan lagi sama kegagalan yang terusterusan terjadi saat ngejalanin hobiku;tahan sama kegagalan terusterusan terjadi ngejalanin hobiku;tahan sama gagal terusterusan jadi ngejalanin hobi;anger;0
aku merasa bahagia ketika melihat matahari terbit di pagi hari;aku merasa bahagia melihat matahari terbit pagi hari;aku rasa bahagia lihat matahari terbit pagi hari;joy;4
kenapa ya ada orang yang nyaman hidup di tempat penuh sampah;ya orang nyaman hidup tempat penuh sampah;ya orang nyaman hidup tempat penuh sampah;disgust;2
tidak tahan sama orang yang tidak cuci tangan setelah dari toilet;tahan sama orang tidak cuci tangan dari toilet;tahan sama orang tidak cuci tangan dari toilet;disgust;2
semoga dia bahagia di sana;semoga bahagia sana;moga bahagia sana;sadness;5
tidak ada yang lebih penting dari rasa percaya yang kita miliki satu sama lain;ada lebih penting rasa percaya kita miliki satu sama;ada lebih penting rasa percaya kita milik satu sama;trust;6
kesel maksimal karena pekerjaan yang aku kerjakan dibatalkan begitu saja;kesel maksimal pekerjaan aku kerjakan dibatalkan saja;kesel maksimal kerja aku kerja batal saja;anger;0
rasa takut ini membuatku merasa seperti tidak ada yang bisa aku andalkan;rasa takut membuatku merasa tidak yang aku andalkan;rasa takut buat rasa tidak yang aku andal;fear;3
marah banget karena kamu lebih sering tidak peduli sama perasaan aku;marah banget kamu lebih sering peduli sama perasaan aku;marah banget kamu lebih sering peduli sama asa aku;anger;0
rasanya bahagia banget bisa makan malam romantis bersama pasangan;rasanya bahagia banget makan malam romantis bersama pasangan;rasa bahagia banget makan malam romantis sama pasang;joy;4
takut gagal selalu jadi alasan buat tidak berani coba hal baru;takut gagal selalu jadi alasan buat berani coba baru;takut gagal selalu jadi alas buat berani coba baru;fear;3
aku takut setiap kali mendengar suara atau berita buruk;aku takut kali mendengar suara berita buruk;aku takut kali dengar suara berita buruk;fear;3
rasa takut ini seperti terus menghantui setiap keputusan yang aku buat;rasa takut seperti terus menghantui keputusan aku buat;rasa takut seperti terus hantu putus aku buat;fear;3
lihat orang pakai kaos kaki bolong;lihat orang pakai kaos kaki bolong;lihat orang pakai kaos kaki bolong;disgust;2
lihat orang pakai baju yang sama selama seminggu;lihat orang pakai baju sama selama seminggu;lihat orang pakai baju sama lama minggu;disgust;2
tidak bisa berhenti merasa jijik melihat kondisi dapur yang sangat kotor;bisa berhenti merasa jijik melihat kondisi dapur sangat kotor;bisa henti rasa jijik lihat kondisi dapur sangat kotor;disgust;2
rasanya bahagia ketika bisa menyaksikan bintangbintang di langit malam yang cerah;rasanya bahagia bisa menyaksikan bintangbintang langit malam cerah;rasa bahagia bisa saksi bintangbintang langit malam cerah;joy;4
tiap jam aku cek jam lagi karena tidak sabar nunggu waktu yang ditentukan;tiap jam aku cek jam karena sabar nunggu waktu ditentukan;tiap jam aku cek jam karena sabar nunggu waktu tentu;anticipation;1
tidak sabar buat merasakan kebahagiaan saat janji suci ini diucapkan;sabar buat merasakan kebahagiaan janji suci diucapkan;sabar buat rasa bahagia janji suci ucap;anticipation;1
tidak tahan dengan bau busuk yang berasal dari tempat sampah umum;tahan bau busuk berasal tempat sampah umum;tahan bau busuk asal tempat sampah umum;disgust;2
kesel banget karena selalu kerja ekstra tapi tidak pernah dihargai;kesel banget selalu kerja ekstra tidak pernah dihargai;kesel banget selalu kerja ekstra tidak pernah harga;anger;0
rasa takut ini begitu besar hingga membuatku sulit untuk menikmati hidup;rasa takut begitu besar hingga membuatku sulit menikmati hidup;rasa takut begitu besar hingga buat sulit nikmat hidup;fear;3
hubungan ini meninggalkan luka yang dalam banget gak tau kapan bisa sembuh;hubungan meninggalkan luka dalam banget tau kapan sembuh;hubung tinggal luka dalam banget tau kapan sembuh;sadness;5
kebahagiaan itu adalah ketika bisa merasakan damai dan tenang tanpa gangguan;kebahagiaan adalah bisa merasakan damai tenang gangguan;bahagia adalah bisa rasa damai tenang ganggu;joy;4
tidak bisa tidur sama sekali karena pikiran terus ke hari besar itu;bisa tidur sama sekali pikiran terus hari besar;bisa tidur sama sekali pikir terus hari besar;anticipation;1
tidak sabar buat lihat apakah semuanya berjalan sesuai rencana;sabar buat lihat semuanya berjalan sesuai rencana;sabar buat lihat semua jalan sesuai rencana;anticipation;1
setiap momen bersamamu membuatku semakin yakin pada kepercayaan ini;momen bersamamu membuatku semakin yakin kepercayaan;momen sama buat makin yakin percaya;trust;6
pikiranku terusterusan ke dia tidak sabar buat habisin waktu bareng lagi;pikiranku terusterusan dia sabar buat habisin waktu bareng;pikir terusterusan dia sabar buat habisin waktu bareng;anticipation;1
aku merasa sangat takut untuk menghadapi kenyataan yang sulit diterima;aku merasa sangat takut menghadapi kenyataan sulit diterima;aku rasa sangat takut hadap nyata sulit terima;fear;3
rasanya mau teriak saking keselnya kok bisabisanya orang ngelakuin ini;rasanya mau teriak saking keselnya kok bisabisanya orang ngelakuin;rasa mau teriak saking kesel kok bisabisanya orang ngelakuin;anger;0
aku percaya kita bisa mengatasi semua tantangan yang ada di depan;aku percaya bisa mengatasi semua tantangan ada depan;aku percaya bisa atas semua tantang ada depan;trust;6
rasanya sangat menyenangkan bisa ngerjain tugas kelompok dengan temanteman;rasanya sangat menyenangkan ngerjain tugas kelompok temanteman;rasa sangat senang ngerjain tugas kelompok temanteman;joy;4
berbagi cerita dengan sahabat di malam hari bikin hatiku penuh kebahagiaan;berbagi cerita sahabat malam hari membuat hatiku penuh kebahagiaan;bagi cerita sahabat malam hari buat hati penuh bahagia;joy;4
ingin tahu bagaimana reaksi dia saat aku ungkapkan sesuatu yang penting nanti;tahu bagaimana reaksi saat aku ungkapkan yang penting;tahu bagaimana reaksi saat aku ungkap yang penting;anticipation;1
marah banget karena dunia ini terasa tidak pernah adil buat siapapun;marah banget dunia terasa pernah adil buat siapapun;marah banget dunia asa pernah adil buat siapa;anger;0
sekarang semuanya terasa tidak menentu dan aku sangat takut;sekarang semuanya terasa menentu aku sangat takut;sekarang semua asa tentu aku sangat takut;fear;3
aku tahu kita bisa mencapai tujuan bersama jika saling mendukung;aku tahu bisa mencapai tujuan bersama saling mendukung;aku tahu bisa capai tuju sama saling dukung;trust;6
dalam setiap situasi sulit aku tahu aku bisa percaya padamu sepenuhnya;setiap situasi sulit aku tahu aku percaya padamu sepenuhnya;tiap situasi sulit aku tahu aku percaya pada sepenuh;trust;6
serius  kenapa ada orang yang tidak pernah nyapu halaman rumah mereka bikin jijik;serius ada orang tidak pernah nyapu halaman rumah membuat jijik;serius ada orang tidak pernah nyapu halaman rumah buat jijik;disgust;2
aku rindu ayah setiap hari rasanya gak ada yang bisa menggantikan beliau;aku rindu ayah hari rasanya ada bisa menggantikan beliau;aku rindu ayah hari rasa ada bisa ganti beliau;sadness;5
tidak sabar lihat dunia ini berubah jadi tempat yang lebih baik tapi kenyataannya terus mengecewakan;sabar lihat dunia berubah jadi tempat lebih baik kenyataannya terus mengecewakan;sabar lihat dunia ubah jadi tempat lebih baik nyata terus kecewa;anger;0
gugup nungguin kabar apakah diterima atau tidak;gugup nungguin kabar diterima tidak;gugup nungguin kabar terima tidak;anticipation;1
kebahagiaan itu adalah bisa menghabiskan waktu berkualitas dengan sahabat;kebahagiaan adalah menghabiskan waktu berkualitas sahabat;bahagia adalah habis waktu kualitas sahabat;joy;4
kesel banget udah investasi banyak waktu dan uang tapi hasil hobiku mengecewakan;kesel banget investasi banyak waktu uang hasil hobiku mengecewakan;kesel banget investasi banyak waktu uang hasil hobi kecewa;anger;0
setiap pengalaman bersamamu menambah keyakinanku pada kepercayaan ini;pengalaman bersamamu menambah keyakinanku kepercayaan;alam sama tambah yakin percaya;trust;6
ngitung hari terus karena tidak sabar melihat apa yang terjadi setelah ini;ngitung hari terus tidak sabar melihat apa terjadi ini;ngitung hari terus tidak sabar lihat apa jadi ini;anticipation;1
rasa takut ini membuatku merasa seperti aku hidup dalam bayang bayang ketakutan;rasa takut membuatku merasa aku hidup bayang bayang ketakutan;rasa takut buat rasa aku hidup bayang bayang takut;fear;3
tidak ngerti kenapa ada orang yang tidak peduli kebersihan badannya;ngerti ada orang tidak peduli kebersihan badannya;ngerti ada orang tidak peduli bersih badan;disgust;2
rasanya seperti hidup dalam bayangbayang ketakutan yang terus ada;rasanya hidup bayangbayang ketakutan terus;rasa hidup bayangbayang takut terus;fear;3
keadilan terasa seperti mimpi yang jauh dari kenyataan;keadilan terasa mimpi jauh kenyataan;adil asa mimpi jauh nyata;sadness;5
aku merasa bahagia ketika bisa memanjakan diri dengan halhal sederhana yang aku sukai;aku merasa bahagia bisa memanjakan diri halhal sederhana aku sukai;aku rasa bahagia bisa manja diri halhal sederhana aku suka;joy;4
gak ada yang lebih menyakitkan daripada tahu kalau ketidakadilan selalu menang;ada lebih menyakitkan tahu kalau ketidakadilan selalu menang;ada lebih sakit tahu kalau ketidakadilan selalu menang;sadness;5
semakin dekat hari yang ditunggu makin tidak bisa fokus sama yang lain;semakin dekat hari ditunggu makin bisa fokus sama lain;makin dekat hari tunggu makin bisa fokus sama lain;anticipation;1
rasa takut gagal bikin aku sering tidak menikmati apa yang ada di depan mata;rasa takut gagal membuat aku sering menikmati apa ada depan mata;rasa takut gagal buat aku sering nikmat apa ada depan mata;fear;3
gak ada lagi tempat berbagi cerita seperti dulu saat ibu masih ada;ada tempat berbagi cerita dulu ibu ada;ada tempat bagi cerita dulu ibu ada;sadness;5
setiap hari aku semakin yakin bahwa hubungan ini didasari oleh kepercayaan;hari aku semakin yakin hubungan didasari kepercayaan;hari aku makin yakin hubung dasar percaya;trust;6
aku merasa seperti terjebak dalam ketakutan yang tidak ada akhirnya;aku merasa terjebak ketakutan tidak akhirnya;aku rasa jebak takut tidak akhir;fear;3
tidak habis pikir kenapa fitur penting di game ini malah dihapus setelah update;habis pikir fitur penting game malah dihapus update;habis pikir fitur penting game malah hapus update;anger;0
rasa percaya ini mengubah segalanya menjadi lebih baik dan lebih mudah;rasa percaya mengubah segalanya menjadi lebih baik lebih mudah;rasa percaya ubah segala jadi lebih baik lebih mudah;trust;6
marah banget karena plot yang dibangun sejak awal tibatiba berantakan di akhir;marah banget plot dibangun sejak awal tibatiba berantakan akhir;marah banget plot bangun sejak awal tibatiba beranta akhir;anger;0
