Jam Tidur Semalam,Seberapa Sibuk Anda Hari Ini (1-5),Seberapa Banyak Tugas/Pekerjaan (1-5),Suasana Hati Anda (1-5),Ceritakan Hari Anda Hari Ini
9,5,4,1,"exhausted total, jalan aja udah kayak zombie"
7,1,1,5,"hari ini chill tapi tetep produktif, perfect combo"
2,3,2,3,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
9,3,2,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
4,2,2,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
6,5,4,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
5,2,1,4,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
6,1,1,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
12,3,3,1,"pikiran gelap dateng lagi, susah diusir pergi"
7,4,3,2,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
5,3,4,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
7,1,2,5,seneng bgt dapet nilai bagus pas ujian tadi
4,1,2,4,semangat banget ngerjain tugas karena topiknya menarik bgt
7,4,5,1,"cape hati, bukan cape badan — itu yang paling melelahkan"
4,3,4,3,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
2,5,5,2,"down parah hari ini, semangat nol besar"
9,2,2,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
7,1,2,3,finally kelar juga projek yang udah molor berminggu-minggu
10,4,3,1,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
8,5,5,1,"stress parah, deadline mepet semua barengan nyerang"
9,3,3,1,overthinking dikit tapi masih bisa dikendaliin untungnya
7,2,2,3,"gak ada yang aneh, ngalir aja kayak biasa"
9,4,5,2,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
7,4,3,3,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
10,1,1,5,"happy banget hari ini, banyak hal baik terjadi"
5,5,5,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
8,5,5,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
6,2,1,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
2,1,1,3,excited karena dapet kesempatan baru yang udah lama ditunggu
3,3,2,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
6,4,5,1,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
10,4,4,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
4,4,4,1,"tugas segunung, waktu secuil, otak udah mati duluan"
8,4,5,1,"exhausted total, jalan aja udah kayak zombie"
3,3,2,5,excited karena dapet kesempatan baru yang udah lama ditunggu
5,2,1,5,"hari ini penuh tawa, lupa sama capek dan penat"
11,1,1,3,"biasa aja, nothing special, just another day"
4,1,1,3,finally kelar juga projek yang udah molor berminggu-minggu
9,3,2,4,belajar hal baru hari ini dan rasanya nagih banget
6,5,5,1,"exhausted total, jalan aja udah kayak zombie"
4,4,4,1,nangis di kamar mandi karena udah gak tahan stressnya
6,3,2,4,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
9,5,4,1,"hari ini berat banget, ngerasa down dari pagi"
7,2,1,3,"hari ini penuh tawa, lupa sama capek dan penat"
7,4,5,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
9,2,1,3,"produktif parah hari ini, kayak mesin yang ga berhenti"
7,4,5,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
8,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
6,2,1,3,"happy banget hari ini, banyak hal baik terjadi"
4,3,3,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
12,1,2,4,dapet feedback positif yang bikin makin yakin sama diri sendiri
11,1,2,5,ngerasa punya achievement kecil tapi berarti banget buat aku
7,5,5,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
2,2,1,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
7,5,5,1,"bad day banget, hampir nangis beberapa kali hari ini"
9,5,5,2,"hari ini berat banget, ngerasa down dari pagi"
7,4,3,3,"tugas segunung, waktu secuil, otak udah mati duluan"
7,4,4,1,"susah fokus banget, pikiran lari kemana-mana terus"
5,1,2,5,ngerasa punya achievement kecil tapi berarti banget buat aku
6,2,3,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
7,2,2,2,"hari ini so-so aja, antara males dan mau usaha"
8,2,2,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
12,4,5,1,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
5,5,4,1,"semua hal kerasa berat dan susah hari ini, capek"
6,4,3,4,tugas beres tapi gak ngerasa puas atau kecewa
4,5,5,1,"down parah hari ini, semangat nol besar"
7,1,1,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
7,3,4,1,"exhausted total, jalan aja udah kayak zombie"
11,2,3,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
9,5,4,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
7,4,5,1,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
5,1,1,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
7,1,1,4,"mood on fire dari pagi, semua kerasa ringan"
7,3,2,4,cuaca cerah bikin hati ikutan happy ga keruan
4,3,2,3,"gak banyak drama hari ini, adem ayem aja"
6,5,4,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
11,2,3,1,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
6,5,4,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
8,1,1,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
6,2,2,3,"hari ini so-so aja, antara males dan mau usaha"
6,4,5,2,"bad day banget, hampir nangis beberapa kali hari ini"
6,3,4,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
5,5,5,3,"anxious dari pagi, banyak hal yang bikin khawatir"
6,3,2,3,"gak ada yang aneh, ngalir aja kayak biasa"
5,2,1,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
5,3,3,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
4,3,3,3,lelah ngejar semuanya tapi kayak ga pernah sampe
7,4,5,2,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
6,1,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
11,1,2,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
5,1,1,5,"hari ini seger banget, semua tugas kelar on time"
3,1,1,3,"kerjaan beres semua, sisa waktu buat rebahan tenang"
6,1,2,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
9,3,3,3,"gak banyak drama hari ini, adem ayem aja"
4,2,3,4,seneng bgt dapet nilai bagus pas ujian tadi
8,4,4,2,"burnout parah, udah gak sanggup lagi kayaknya"
4,4,3,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
9,2,3,3,"hari ini so-so aja, antara males dan mau usaha"
11,5,4,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
7,3,2,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
8,2,3,1,"pikiran gelap dateng lagi, susah diusir pergi"
8,4,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
7,3,3,2,"anxious dari pagi, banyak hal yang bikin khawatir"
9,5,5,1,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
5,5,5,1,pengen balik ke kasur dan ga keluar selamanya rasanya
6,5,5,1,"stress parah, deadline mepet semua barengan nyerang"
4,3,3,3,"biasa aja, nothing special, just another day"
5,5,5,2,"emotional banget hari ini, gampang baper sama hal kecil"
6,2,3,3,"emotional banget hari ini, gampang baper sama hal kecil"
7,1,1,4,alhamdulillah hari ini lancar banget ga ada hambatan
9,5,5,2,"exhausted total, jalan aja udah kayak zombie"
7,1,1,5,"hari ini berasa ringan banget, kayak abis lepas beban"
8,1,1,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
3,2,1,4,"mood on fire dari pagi, semua kerasa ringan"
7,1,1,4,dapet feedback positif yang bikin makin yakin sama diri sendiri
4,4,4,3,"anxious dari pagi, banyak hal yang bikin khawatir"
3,1,1,4,pagi tadi olahraga dulu jadinya badan enak banget
6,3,4,3,"down parah hari ini, semangat nol besar"
5,3,4,4,"mood on fire dari pagi, semua kerasa ringan"
6,3,4,3,"ya gini-gini aja, standar banget hari ini mah"
7,4,5,1,"badan oke tapi hati hancur, ga tau kenapa juga"
5,2,1,3,"gak banyak drama hari ini, adem ayem aja"
3,1,1,5,belajar hal baru hari ini dan rasanya nagih banget
7,1,1,5,excited karena dapet kesempatan baru yang udah lama ditunggu
7,5,5,1,"stress parah, deadline mepet semua barengan nyerang"
8,2,1,5,finally kelar juga projek yang udah molor berminggu-minggu
5,4,4,2,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
3,4,5,2,"bad day banget, hampir nangis beberapa kali hari ini"
11,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
8,3,2,3,"half-half hari ini, sebagian menyenangkan sebagian meh"
11,5,5,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
9,3,3,3,"cukup lah hari ini, tidak lebih tidak kurang"
9,3,3,2,"standar banget, kayak hari-hari sebelumnya yang mirip"
9,1,1,4,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
5,1,1,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
8,3,3,3,"fine-fine aja sih, cuma capek biasa yang wajar"
8,4,3,5,ngerasa punya achievement kecil tapi berarti banget buat aku
8,3,2,4,excited karena dapet kesempatan baru yang udah lama ditunggu
6,1,2,4,"hari ini chill tapi tetep produktif, perfect combo"
7,3,3,4,excited karena dapet kesempatan baru yang udah lama ditunggu
7,3,2,1,"exhausted total, jalan aja udah kayak zombie"
6,3,3,3,"gak banyak drama hari ini, adem ayem aja"
9,4,3,3,"ngikutin jadwal aja, autopilot mode sepanjang hari"
6,5,4,1,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
5,1,2,4,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
9,5,5,2,"capek banget, tugas numpuk kayak ga ada habisnya"
8,3,2,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
8,5,5,2,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
7,1,1,5,cuaca cerah bikin hati ikutan happy ga keruan
11,2,1,4,"kerjaan beres semua, sisa waktu buat rebahan tenang"
9,3,3,3,"gak tau mau bilang apa, rasanya ya begitulah"
7,1,2,3,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
6,2,1,5,ngerasa punya achievement kecil tapi berarti banget buat aku
4,1,1,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
8,1,2,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
7,5,5,1,"stress parah, deadline mepet semua barengan nyerang"
7,3,4,1,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
7,2,1,4,dapet feedback positif yang bikin makin yakin sama diri sendiri
6,5,5,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
3,4,4,3,"down parah hari ini, semangat nol besar"
7,1,2,3,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
5,2,3,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
7,4,5,1,"tugas segunung, waktu secuil, otak udah mati duluan"
10,1,2,3,pagi tadi olahraga dulu jadinya badan enak banget
5,4,4,2,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
4,4,5,2,"susah fokus banget, pikiran lari kemana-mana terus"
7,4,5,1,lelah ngejar semuanya tapi kayak ga pernah sampe
11,4,3,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
7,1,1,4,"hari ini berasa ringan banget, kayak abis lepas beban"
5,5,4,3,nangis di kamar mandi karena udah gak tahan stressnya
7,5,4,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
7,5,5,2,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
12,1,2,3,"hari ini berasa ringan banget, kayak abis lepas beban"
4,2,3,3,"kerjaan beres semua, sisa waktu buat rebahan tenang"
6,2,1,4,finally kelar juga projek yang udah molor berminggu-minggu
8,2,2,4,excited karena dapet kesempatan baru yang udah lama ditunggu
5,1,1,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
3,4,5,3,"cukup lah hari ini, tidak lebih tidak kurang"
7,1,2,5,ngerasa punya achievement kecil tapi berarti banget buat aku
5,4,4,3,"badan oke tapi hati hancur, ga tau kenapa juga"
7,3,4,3,"half-half hari ini, sebagian menyenangkan sebagian meh"
12,4,5,2,"emotional banget hari ini, gampang baper sama hal kecil"
10,1,1,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
7,5,5,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
10,1,1,4,"hari ini chill tapi tetep produktif, perfect combo"
9,5,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
4,5,5,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
2,5,5,2,"semua hal kerasa berat dan susah hari ini, capek"
6,4,5,3,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
6,4,4,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
6,5,4,1,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
7,4,3,4,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
8,4,4,1,pengen kabur dari semua tanggung jawab ini sesaat aja
6,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
5,4,4,3,"pikiran gelap dateng lagi, susah diusir pergi"
7,4,3,3,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
10,5,5,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
7,1,1,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
5,1,1,5,"hari ini penuh tawa, lupa sama capek dan penat"
9,4,3,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
10,1,1,4,"hari ini berasa ringan banget, kayak abis lepas beban"
6,5,5,2,"tugas segunung, waktu secuil, otak udah mati duluan"
6,3,4,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
7,3,3,2,"ngikutin jadwal aja, autopilot mode sepanjang hari"
5,4,4,1,"anxious dari pagi, banyak hal yang bikin khawatir"
11,4,4,2,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
9,1,1,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
8,4,3,3,"badan oke pikiran oke, tapi gak ada spark gitu"
10,3,4,5,"gak banyak ngomong hari ini, lebih banyak mikir sendiri"
6,2,1,4,"mood on fire dari pagi, semua kerasa ringan"
9,2,2,4,"cukup lah hari ini, tidak lebih tidak kurang"
9,3,2,5,finally kelar juga projek yang udah molor berminggu-minggu
6,4,5,3,"gak banyak drama hari ini, adem ayem aja"
5,3,3,3,"mood on fire dari pagi, semua kerasa ringan"
8,4,5,1,"burnout parah, udah gak sanggup lagi kayaknya"
8,3,2,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
8,5,5,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
9,5,4,2,"bad day banget, hampir nangis beberapa kali hari ini"
9,2,2,3,"reconnect sama passion lama hari ini, bikin semangat lagi"
8,4,5,1,pengen balik ke kasur dan ga keluar selamanya rasanya
7,2,3,3,"gak ada yang aneh, ngalir aja kayak biasa"
8,4,3,1,"susah fokus banget, pikiran lari kemana-mana terus"
3,5,5,1,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
5,1,1,5,ngerasa punya achievement kecil tapi berarti banget buat aku
10,5,5,2,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
7,3,2,4,pagi tadi olahraga dulu jadinya badan enak banget
7,3,4,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
5,5,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
9,1,1,4,ngerasa punya achievement kecil tapi berarti banget buat aku
4,3,3,4,"makan oke, kelas oke, tugas oke — semua oke doang"
10,1,1,5,excited karena dapet kesempatan baru yang udah lama ditunggu
8,3,3,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
12,1,1,4,"pulang lebih awal, sempet me time yang udah lama kangen"
5,5,5,3,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
6,5,4,3,"rasanya pengen pause semuanya, istirahat total dari dunia"
6,4,5,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
10,5,4,3,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
2,5,5,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
7,2,1,4,"hari ini berasa ringan banget, kayak abis lepas beban"
11,5,5,1,"pikiran gelap dateng lagi, susah diusir pergi"
1,5,5,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
4,4,4,3,"mood normal, tidak galau tidak juga bahagia berlebihan"
7,1,1,5,"happy banget hari ini, banyak hal baik terjadi"
7,2,2,3,"pulang lebih awal, sempet me time yang udah lama kangen"
7,4,3,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
9,3,4,2,"badan oke tapi hati hancur, ga tau kenapa juga"
1,5,4,2,"stress parah, deadline mepet semua barengan nyerang"
8,2,3,4,ngerasa punya achievement kecil tapi berarti banget buat aku
5,4,3,1,"badan oke tapi hati hancur, ga tau kenapa juga"
5,1,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
6,1,1,4,"hari ini penuh tawa, lupa sama capek dan penat"
1,1,1,5,"hari ini berasa ringan banget, kayak abis lepas beban"
7,1,2,5,seneng bgt dapet nilai bagus pas ujian tadi
8,1,2,3,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
2,1,1,4,"hari ini seger banget, semua tugas kelar on time"
8,1,2,4,"produktif parah hari ini, kayak mesin yang ga berhenti"
8,5,5,1,pengen balik ke kasur dan ga keluar selamanya rasanya
4,3,3,2,"lumayan lah, ada naik turunnya tapi masih oke"
7,2,2,5,"mood on fire dari pagi, semua kerasa ringan"
3,3,3,3,"lunch enak, cuaca oke, tugas beres — hari sempurna"
4,4,4,4,"cukup lah hari ini, tidak lebih tidak kurang"
5,2,2,2,"standar banget, kayak hari-hari sebelumnya yang mirip"
6,5,5,3,"rasanya pengen pause semuanya, istirahat total dari dunia"
11,3,2,5,"hari ini penuh tawa, lupa sama capek dan penat"
6,4,4,3,"gak banyak drama hari ini, adem ayem aja"
3,4,3,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
11,3,2,4,cuaca cerah bikin hati ikutan happy ga keruan
7,2,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
2,3,3,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
8,4,5,1,nangis di kamar mandi karena udah gak tahan stressnya
4,1,1,3,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
7,1,1,5,seneng bgt dapet nilai bagus pas ujian tadi
9,2,2,4,"cukup lah hari ini, tidak lebih tidak kurang"
6,4,4,3,hari ini terasa panjang tapi ya udah dijalanin aja
7,1,1,5,belajar hal baru hari ini dan rasanya nagih banget
8,1,1,5,"pulang lebih awal, sempet me time yang udah lama kangen"
8,2,3,1,"tugas segunung, waktu secuil, otak udah mati duluan"
5,1,2,5,seneng bgt dapet nilai bagus pas ujian tadi
10,2,3,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
5,3,4,2,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
6,4,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
10,5,4,3,"makan oke, kelas oke, tugas oke — semua oke doang"
8,2,2,3,"gak ada yang aneh, ngalir aja kayak biasa"
8,5,5,2,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
6,2,2,3,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
7,4,4,1,"hari ini drama banget, banyak hal yang salah semua"
4,1,2,5,"hari ini berasa ringan banget, kayak abis lepas beban"
5,1,1,5,pagi tadi olahraga dulu jadinya badan enak banget
9,1,1,4,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
5,2,1,5,alhamdulillah hari ini lancar banget ga ada hambatan
1,3,3,4,"makan oke, kelas oke, tugas oke — semua oke doang"
4,2,3,3,tugas beres tapi gak ngerasa puas atau kecewa
9,4,5,1,"cape hati, bukan cape badan — itu yang paling melelahkan"
3,4,4,4,"hari ini biasa aja sih, gak ada yang spesial"
9,2,1,5,"mood on fire dari pagi, semua kerasa ringan"
4,5,5,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
10,1,2,5,finally kelar juga projek yang udah molor berminggu-minggu
5,3,3,3,overthinking dikit tapi masih bisa dikendaliin untungnya
6,4,3,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
8,3,2,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
6,2,3,2,"cukup lah hari ini, tidak lebih tidak kurang"
9,1,2,4,"ketemu temen lama, ngobrol sampe lupa waktu deh"
5,3,4,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
3,3,3,4,"happy banget hari ini, banyak hal baik terjadi"
8,1,1,5,"mood on fire dari pagi, semua kerasa ringan"
8,1,1,5,excited karena dapet kesempatan baru yang udah lama ditunggu
5,2,1,4,"reconnect sama passion lama hari ini, bikin semangat lagi"
4,3,4,3,seneng bgt dapet nilai bagus pas ujian tadi
6,4,3,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
9,4,4,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
